10292763,-774591
926464,-8326098
3408001,-6455052
40612,957824
10396680,4460189
10750056,21774
555054,6881373
7876340,-6002432
3077248,566377
16023709,-1439580
8428814,3074568
10292870,-774422
955904,-8326097
10420239,-6455052
4005,957824
1025288,-4780387
10815603,48910
553776,6422728
7549172,-5938688
3273856,566304
16023709,3213476
8428814,3223816
10292985,-773129
983296,-8326093
589893,-6455052
17827,1023360
7512328,2232221
10553590,10767
587319,7471163
15939828,-6334976
3732608,565078
16023709,-849761
8428815,3646728
10293092,-772187
1010688,-8326089
8126595,-6455052
53661,1023360
13737224,-7532643
10291220,40207
535349,1573030
2831860,-6481920
3536000,564504
16023709,-6813539
8428815,3250184
10293199,-773736
1040128,-8326098
15138958,-6455052
36510,1023360
9346568,4253
10488049,2064
586029,-8257520
15805940,-6258176
3142784,565573
16023709,5769377
8428816,3102728
10293314,-774357
1067520,-8326097
5374118,-6455052
42657,1088896
5349896,7016605
10618951,29456
542511,5308547
13053940,-6213120
3142784,565554
16023709,-3733343
8428816,3190024
10293420,-773971
1094912,-8326096
12910839,-6455052
60063,1088896
15376136,-2813795
10422485,58896
579889,-5963538
14234100,-6314752
3273856,565157
16023709,-3471199
8428817,3328776
10293527,-773429
1124352,-8326090
3145907,-6455052
45985,1154432
11772168,4723101
10488050,20753
586296,-7995303
15874292,-6257152
3732608,565460
16023709,-391008
8428817,3734024
10293642,-771986
1151488,-8326088
10158100,-6455052
5282,1154432
9871624,-5041763
10553432,48145
546871,-6946612
8598772,-6268928
3470464,565336
16023709,-8189792
8428817,3217416
10293749,-773864
1178880,-8326095
917575,-6455052
59551,1219968
15245064,1970845
10422394,12050
526639,-4194249
602100,-6176768
3142784,565696
16023709,67745
8428818,3145992
10293856,-774143
1208320,-8326096
7864513,-6455052
49568,1219968
12689416,-7269731
10619072,39186
573488,3997857
12595444,-6144768
3208320,566070
16023709,-3995485
8428818,3195656
10293971,-774042
1235712,-8326096
14876796,-6455052
31905,1219968
14327560,-257379
10422491,1043
580401,-2490347
8729332,-6405632
3339392,564802
16023709,-8058722
8428819,3452424
10294078,-772946
1263104,-8326092
5636136,-6455052
27550,1285504
7052808,6755229
10356800,30483
580409,6094975
14367220,-6464256
3798144,564573
16023709,-6223716
8428819,3776776
10294184,-771679
1292544,-8326088
12648459,-6455052
2972,1285504
760840,-2485347
10160377,57875
588086,-1703702
16332532,-6560256
3404928,564639
16023709,-7599971
8428820,3378184
10294299,-773862
1319936,-8326095
2883605,-6455052
5535,1351040
13803016,4527261
10356896,19732
565295,-3014563
14757876,-6343680
3142784,565044
16023709,-2029409
8428820,3169800
10294406,-774050
1347072,-8326096
10420288,-6455052
28320,1351040
7249928,-5303139
10488026,49172
541233,-3997496
4338164,-6176000
3273856,565699
16023709,592033
8428820,3213576
10294513,-773879
1376768,-8326095
655593,-6455052
59808,1416576
15310856,2233757
10422361,11029
547122,-917453
5845748,-6295040
3404928,564891
16023709,657566
8428821,3344904
10294628,-772507
1403904,-8326090
7602409,-6455052
59806,1416576
892936,-7531107
10488008,38165
575545,852134
13187572,-6260480
3798144,565369
16023709,-3602272
8428821,3734024
10294735,-771846
1431296,-8326088
15204480,-6455052
3743,1416576
958216,-518755
10422352,2070
561718,5046289
9582324,-6402816
3601536,564813
16023709,4524190
8428822,3360008
10294842,-773307
1460736,-8326096
5373953,-6455052
415,1482112
106248,7018141
10356901,29462
566575,655483
10825716,-6419968
3208320,564719
16023709,-7141219
8428822,3183368
10294957,-774009
1488128,-8326096
12386431,-6455052
32670,1482112
892680,-2746723
10422490,56854
580144,852206
4141556,-6357248
3273856,564991
16023709,4130974
8428823,3293704
10295063,-773566
1515520,-8326094
3145880,-6455052
56480,1547648
14458888,4265885
10488017,20759
574770,-8191911
12923636,-6192384
3339392,565635
16023709,-5699423
8428823,3451144
10295170,-772951
1544960,-8326088
10158273,-6455052
49568,1547648
12689416,-4974691
10422377,48151
551226,-5373756
6896372,-6312448
3863680,564745
16023709,7473310
8428823,3830280
10295285,-771714
1572352,-8326087
393275,-6455052
15260,1613184
9345544,1972381
10094714,10008
555576,-7471049
4863476,-6768640
3536000,563384
16023709,4851864
8428824,3272968
10295392,-773647
1599488,-8326095
7929900,-6455052
61338,1613184
15702536,-7792483
10094621,39448
570160,393378
11743476,-6486528
3208320,564486
16023709,395422
8428824,3212808
10295499,-773882
1628928,-8326095
14876896,-6455052
57502,1613184
14720520,-255843
10422404,1049
558129,3211277
8663540,-6344448
3339392,564493
16023709,-8189795
8428825,3310344
10295614,-773532
1656320,-8326094
5111954,-6455052
37531,1678720
10590728,6756765
10094641,28441
536883,-6225792
15283188,-6682624
3404928,563720
16023709,-1505126
8428825,3559432
10295721,-772528
1683712,-8326090
12648537,-6455052
29081,1678720
7444744,-3008099
10029284,57881
580410,-261910
14367476,-6751232
3863680,563452
16023709,-6092648
8428826,3842824
10295828,-771421
1713152,-8326087
2883609,-6455052
6550,1744256
1676808,4528797
9570490,19738
571959,-3080107
12204020,-7155456
3470464,562547
16023709,723093
8428826,3410696
10295943,-773635
1740544,-8326095
9896062,-6455052
32410,1744256
13081864,-5236067
10291402,47130
576048,-3735352
4403700,-6381824
3273856,564895
16023709,4393118
8428826,3250184
10296049,-773736
1767680,-8326095
655408,-6455052
29600,1809792
7577608,1711005
10487861,11035
547122,-3014605
5845748,-6368768
3339392,564946
16023709,5769373
8428827,3299336
10296156,-773544
1797376,-8326093
7667844,-6455052
33950,1809792
8691208,-7529571
10422384,38427
553011,-5111650
7353332,-6311424
3470464,565316
16023709,5965984
8428827,3431176
10296271,-772026
1824512,-8326088
14680173,-6455052
28064,1809792
6397704,-517219
10422316,28
535611,6357009
14433012,-6442240
3863680,564659
16023709,-2357091
8428828,3807240
10296378,-771560
1851904,-8326086
5439726,-6455052
17566,1875328
4496904,6495389
10356828,29468
581174,-2752388
14563060,-6564352
3601536,564182
16023709,2492568
8428828,3352072
10296485,-773338
1881344,-8326096
12386430,-6455052
32409,1875328
8296712,-2745187
10225886,56860
581168,-5963546
14561524,-6511360
3273856,564777
16023709,-653154
8428829,3274248
10296600,-773716
1908736,-8326095
2621495,-6455052
14237,1940864
11115272,4267421
10160297,18717
567601,-5701543
5911284,-6568704
3339392,564165
16023709,5900443
8428829,3358216
10296707,-773314
1936128,-8326093
10158267,-6455052
47772,1940864
12229640,-5497443
10225722,48157
585011,-6684476
15545332,-6645248
3404928,563866
16023709,-4454251
8428829,3521544
10296813,-772676
1965568,-8326087
393377,-6455052
41362,2006400
10588680,2039453
9308195,10014
533307,-1441745
2309108,-7411200
3863680,560338
16023709,-7468916
8428830,3837448
10296928,-771629
1992960,-8326087
7405700,-6455052
33933,2006400
16289544,-7790947
9373769,37406
543032,-524126
3683828,-6901760
3536000,562864
16023709,3672214
8428830,3278600
10297035,-773625
2020096,-8326094
14942394,-6455052
44957,2006400
11509000,-778595
10291293,1311
578864,1114125
13971700,-6287104
3208320,565265
16023709,2689185
8428831,3221768
10297142,-773847
2049536,-8326095
5177506,-6455052
41633,2071936
10658056,6758301
10487816,28447
526386,-3604360
537332,-6240000
3273856,564679
16023709,-718691
8428831,3273992
10297257,-773444
2076928,-8326094
12124356,-6455052
50331,2071936
13015304,-3006563
10029221,55839
566579,-3800853
11810036,-6691328
3470464,563686
16023709,-4978535
8428832,3614984
10297364,-772311
2104320,-8326089
2883738,-6455052
40601,2137472
10393864,4006045
10029151,19744
540731,-1507242
4209652,-6756096
3929216,563433
16023709,-3798887
8428832,3851784
10297471,-771386
2133760,-8326087
9896000,-6455052
16538,2137472
4233736,-5234531
9898095,47136
552759,-6291264
7288820,-6840320
3404928,562599
16023709,-1963883
8428832,3400200
10297586,-773818
2161152,-8326095
131241,-6455052
43414,2203008
11573256,1778077
9963668,8993
562224,-5242829
6369780,-6691584
3273856,563685
16023709,6359193
8428833,3243784
10297692,-773761
2188544,-8326095
7667743,-6455052
62105,2203008
15898888,-8052323
10029242,38433
587569,-1900386
16200180,-6626560
3273856,563939
16023709,7604380
8428833,3306504
10297799,-773516
2217984,-8326093
14680125,-6455052
15771,2203008
4037384,-515683
10029202,290
561716,5046281
9581812,-6730496
3536000,563099
16023709,7014551
8428834,3500808
10297914,-771817
2245120,-8326087
4915371,-6455052
43926,2268544
1807624,6496925
9766922,27682
526908,1769596
14040052,-7131648
3929216,561966
16023709,-2750317
8428834,3845128
10298021,-771412
2272512,-8326086
12451961,-6455052
61586,2268544
15766024,-3267939
9570346,57122
582966,2031847
15021812,-7135488
3601536,561951
16023709,2194
8428835,3342344
10298128,-773376
2301952,-8326095
2621658,-6455052
55954,2334080
14324232,4268957
9701574,18723
575025,983121
12988916,-7074048
3339392,562395
16023709,5769364
8428835,3299336
10298243,-773514
2329344,-8326094
9633850,-6455052
14998,2334080
563208,-5495907
9963658,46115
559666,524485
14430964,-6615040
3339392,563984
16023709,-2357093
